Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender,Duration_Days,ROI,CTR,Conversion_Rate,CPA
CMP410,Seasonal Steals,Influencer Marketing,2023-02-19,2024-11-04,27608.0,4188.8,3028.8,207.76,319.312,Târgu Mureș,35-44,Male,624,0.537,0.152,0.723,0.069
CMP411,Wishlist Wonders,Social Media,2022-06-27,2024-02-18,9259.2,5360.0,3676.8,7204.864,23893.152,Târgu Mureș,45-54,Female,601,2.316,0.579,0.686,1.96
CMP412,Seasonal Steals,Influencer Marketing,2022-06-05,2024-02-21,48291.2,3556.8,2441.6,4705.76,18533.296,Bacău,18-24,Female,626,2.938,0.074,0.686,1.927
CMP413,Wishlist Wonders,Paid Ads,2022-08-10,2024-04-18,70736.0,26304.0,10848.0,2905.392,7476.784,Bacău,45-54,Male,617,1.573,0.372,0.412,0.268
CMP414,Deal of the Day,Social Media,2022-05-15,2024-01-19,39486.4,2536.0,2129.6,7719.92,29951.216,Târgu Mureș,35-44,Male,614,2.88,0.064,0.84,3.625
CMP415,Wishlist Wonders,Social Media,2023-02-16,2024-10-09,44072.0,15174.4,10508.8,4931.024,9243.504,Galați,55+,Male,601,0.875,0.344,0.693,0.469
CMP416,Flash Sale Frenzy,Email,2022-11-13,2024-08-02,55947.2,1870.4,952.0,5256.0,13935.2,Suceava,45-54,Male,628,1.651,0.033,0.509,5.521
CMP417,Cart to Couch,Email,2022-06-19,2024-03-06,17014.4,14854.4,4857.6,1396.448,1761.088,Bacău,25-34,Male,626,0.261,0.873,0.327,0.287
CMP418,Deal of the Day,Email,2022-10-04,2024-06-19,58094.4,50110.4,1928.0,4486.48,16983.616,Suceava,18-24,Male,624,2.786,0.863,0.038,2.327
CMP419,Wishlist Wonders,Paid Ads,2022-10-18,2024-06-11,30265.6,8352.0,2392.0,4255.632,16745.424,Baia Mare,25-34,Male,602,2.935,0.276,0.286,1.779
CMP420,Wishlist Wonders,Paid Ads,2022-10-09,2024-06-02,27974.4,2555.2,1604.8,7840.832,21156.176,Bacău,25-34,Male,602,1.698,0.091,0.628,4.886
CMP421,Seasonal Steals,Influencer Marketing,2023-02-01,2024-10-20,11803.2,9753.6,507.2,1531.2,3463.616,Galați,45-54,Male,627,1.262,0.826,0.052,3.019
CMP422,Flash Sale Frenzy,Social Media,2022-09-10,2024-05-04,31201.6,21161.6,4224.0,7828.88,24316.16,Târgu Mureș,35-44,Male,602,2.106,0.678,0.2,1.853
CMP423,Flash Sale Frenzy,Social Media,2022-12-28,2024-09-11,69532.8,14060.8,1635.2,3890.88,7059.216,Bacău,25-34,Male,623,0.814,0.202,0.116,2.379
CMP424,Deal of the Day,Influencer Marketing,2023-01-06,2024-08-31,40896.0,29617.6,763.2,6881.792,13252.64,Baia Mare,55+,Male,603,0.926,0.724,0.026,9.017
CMP425,Seasonal Steals,Email,2023-01-06,2024-09-13,17032.0,16753.6,8107.2,6929.008,23752.512,Târgu Mureș,45-54,Female,616,2.428,0.984,0.484,0.855
CMP426,Wishlist Wonders,Email,2022-06-24,2024-02-23,55665.6,33457.6,24971.2,1801.52,3548.656,Târgu Mureș,45-54,Female,609,0.97,0.601,0.746,0.072
CMP427,Flash Sale Frenzy,Paid Ads,2022-05-26,2024-02-04,44496.0,22563.2,5534.4,6483.104,10731.328,Târgu Mureș,45-54,Male,619,0.655,0.507,0.245,1.171
CMP428,Deal of the Day,Paid Ads,2022-11-04,2024-07-18,12144.0,3508.8,2273.6,3763.68,9833.248,Târgu Mureș,18-24,Female,622,1.613,0.289,0.648,1.655
CMP429,Flash Sale Frenzy,Social Media,2022-12-21,2024-08-29,18926.4,16206.4,10406.4,1348.176,2639.408,Baia Mare,18-24,Female,617,0.958,0.856,0.642,0.13
CMP430,Flash Sale Frenzy,Email,2022-08-11,2024-04-04,73856.0,65544.0,9184.0,3168.4,11549.664,Bacău,45-54,Female,602,2.645,0.887,0.14,0.345
CMP431,Deal of the Day,Email,2023-01-30,2024-09-29,59720.0,47084.8,36784.0,539.472,1571.712,Galați,35-44,Male,608,1.913,0.788,0.781,0.015
CMP432,Deal of the Day,Social Media,2022-08-14,2024-04-21,32305.6,15804.8,6329.6,7985.072,31791.344,Galați,35-44,Male,616,2.981,0.489,0.4,1.262
CMP433,Cart to Couch,Social Media,2022-08-18,2024-05-04,58070.4,44691.2,15396.8,2818.368,9291.76,Suceava,55+,Male,625,2.297,0.77,0.345,0.183
CMP434,Seasonal Steals,Influencer Marketing,2022-05-23,2024-01-20,39952.0,20584.0,420.8,6647.184,10189.792,Galați,55+,Male,607,0.533,0.515,0.02,15.797
CMP435,Flash Sale Frenzy,Influencer Marketing,2022-12-05,2024-08-24,42017.6,34505.6,10726.4,7712.224,10222.56,Târgu Mureș,25-34,Female,628,0.326,0.821,0.311,0.719
CMP436,Wishlist Wonders,Influencer Marketing,2023-01-02,2024-09-08,6278.4,5934.4,3115.2,1589.648,6081.152,Bacău,25-34,Male,615,2.825,0.945,0.525,0.51
CMP437,Wishlist Wonders,Paid Ads,2022-10-11,2024-06-04,75516.8,64036.8,8756.8,4654.848,16345.216,Suceava,45-54,Female,602,2.511,0.848,0.137,0.532
CMP438,Seasonal Steals,Email,2022-07-30,2024-04-18,25475.2,24980.8,1545.6,6278.096,8041.376,Baia Mare,45-54,Female,628,0.281,0.981,0.062,4.062
CMP439,Wishlist Wonders,Paid Ads,2022-07-14,2024-03-29,19412.8,10516.8,3396.8,4985.552,16937.216,Suceava,55+,Male,624,2.397,0.542,0.323,1.468
CMP440,Wishlist Wonders,Paid Ads,2022-06-02,2024-01-27,33310.4,5348.8,4764.8,6098.976,15768.544,Baia Mare,18-24,Female,604,1.585,0.161,0.891,1.28
CMP441,Wishlist Wonders,Social Media,2023-01-28,2024-10-12,55966.4,54342.4,42950.4,914.88,2298.016,Târgu Mureș,55+,Male,623,1.512,0.971,0.79,0.021
CMP442,Seasonal Steals,Influencer Marketing,2023-02-05,2024-10-27,33276.8,3936.0,900.8,7516.672,14038.8,Galați,55+,Female,630,0.868,0.118,0.229,8.344
CMP443,Wishlist Wonders,Paid Ads,2022-10-18,2024-07-06,35606.4,23387.2,6875.2,6899.6,10040.288,Bacău,25-34,Female,627,0.455,0.657,0.294,1.004
CMP444,Flash Sale Frenzy,Social Media,2022-06-30,2024-03-04,31387.2,22302.4,13016.0,2525.296,9477.056,Suceava,45-54,Male,613,2.753,0.711,0.584,0.194
CMP445,Wishlist Wonders,Email,2022-11-05,2024-07-20,68932.8,34633.6,20720.0,4429.408,14417.968,Galați,55+,Male,623,2.255,0.502,0.598,0.214
CMP446,Flash Sale Frenzy,Social Media,2022-08-16,2024-04-21,47558.4,4328.0,1984.0,5236.464,12820.736,Bacău,25-34,Male,614,1.448,0.091,0.458,2.639
CMP447,Cart to Couch,Email,2023-02-02,2024-09-28,10040.0,8292.8,5718.4,5891.744,12814.832,Bacău,55+,Male,604,1.175,0.826,0.69,1.03
CMP448,Cart to Couch,Social Media,2022-08-18,2024-04-21,7136.0,419.2,44.8,4052.352,6338.64,Târgu Mureș,25-34,Male,612,0.564,0.059,0.107,90.454
CMP449,Cart to Couch,Email,2022-09-21,2024-06-11,29771.2,22184.0,5523.2,6950.32,22329.904,Târgu Mureș,18-24,Female,629,2.213,0.745,0.249,1.258
CMP450,Deal of the Day,Social Media,2022-06-02,2024-02-11,26052.8,15926.4,7166.4,4643.472,15895.76,Baia Mare,45-54,Female,619,2.423,0.611,0.45,0.648
CMP451,Flash Sale Frenzy,Social Media,2022-07-16,2024-03-24,68548.8,5028.8,3915.2,631.072,2239.616,Baia Mare,45-54,Male,617,2.549,0.073,0.779,0.161
CMP452,Cart to Couch,Email,2022-08-20,2024-04-21,66744.0,23155.2,15424.0,5144.208,17360.096,Baia Mare,45-54,Male,610,2.375,0.347,0.666,0.334
CMP453,Cart to Couch,Paid Ads,2023-02-14,2024-11-04,44464.0,17456.0,3462.4,2414.768,7673.568,Baia Mare,18-24,Male,629,2.178,0.393,0.198,0.697
CMP454,Deal of the Day,Social Media,2022-08-18,2024-05-06,19491.2,18000.0,8803.2,4215.824,16223.648,Suceava,55+,Male,627,2.848,0.923,0.489,0.479
CMP455,Shop & Share,Influencer Marketing,2022-09-21,2024-05-29,15380.8,7998.4,4884.8,1568.192,3874.56,Galați,35-44,Female,616,1.471,0.52,0.611,0.321
CMP456,Seasonal Steals,Email,2022-08-19,2024-05-03,56534.4,4208.0,2923.2,5243.12,20830.128,Baia Mare,55+,Male,623,2.973,0.074,0.695,1.794
CMP457,Wishlist Wonders,Paid Ads,2023-02-11,2024-11-02,13844.8,5820.8,601.6,2531.328,6747.072,Galați,25-34,Male,630,1.665,0.42,0.103,4.208
CMP458,Flash Sale Frenzy,Influencer Marketing,2022-05-13,2024-01-21,54857.6,5422.4,5347.2,2900.176,6025.888,Suceava,25-34,Female,618,1.078,0.099,0.986,0.542
CMP459,Cart to Couch,Paid Ads,2022-12-26,2024-08-25,17987.2,1233.6,1192.0,2511.632,6830.752,Baia Mare,35-44,Female,608,1.72,0.069,0.966,2.107
CMP460,Cart to Couch,Email,2022-10-14,2024-06-13,43022.4,36131.2,7243.2,1981.52,6580.624,Baia Mare,35-44,Male,608,2.321,0.84,0.2,0.274
CMP461,Wishlist Wonders,Influencer Marketing,2022-09-13,2024-05-21,32000.0,20203.2,2936.0,1584.304,6003.68,Baia Mare,18-24,Male,616,2.789,0.631,0.145,0.54
CMP462,Shop & Share,Paid Ads,2022-10-01,2024-06-19,78124.8,37609.6,29795.2,5543.28,11978.176,Baia Mare,55+,Female,627,1.161,0.481,0.792,0.186
CMP463,Shop & Share,Social Media,2022-12-29,2024-08-29,58360.0,28953.6,12006.4,2079.616,6554.512,Târgu Mureș,18-24,Male,609,2.152,0.496,0.415,0.173
CMP464,Flash Sale Frenzy,Paid Ads,2023-01-24,2024-09-19,41985.6,19542.4,14377.6,4671.648,7542.992,Bacău,45-54,Female,604,0.615,0.465,0.736,0.325
CMP465,Wishlist Wonders,Social Media,2022-07-11,2024-03-14,78492.8,61464.0,46628.8,5349.056,13972.784,Baia Mare,45-54,Male,612,1.612,0.783,0.759,0.115
CMP466,Seasonal Steals,Paid Ads,2023-01-30,2024-10-03,45161.6,30156.8,2739.2,6406.544,13780.32,Suceava,55+,Male,612,1.151,0.668,0.091,2.339
CMP467,Shop & Share,Social Media,2022-05-21,2024-01-22,79123.2,54430.4,20760.0,3659.344,8370.848,Târgu Mureș,55+,Female,611,1.288,0.688,0.381,0.176
CMP468,Cart to Couch,Paid Ads,2022-08-08,2024-04-21,64441.6,27577.6,8868.8,4104.0,13888.272,Târgu Mureș,55+,Male,622,2.384,0.428,0.322,0.463
CMP469,Seasonal Steals,Email,2023-02-16,2024-11-05,9324.8,7809.6,7136.0,1433.168,3778.592,Galați,55+,Male,628,1.637,0.838,0.914,0.201
CMP470,Flash Sale Frenzy,Email,2022-07-01,2024-03-12,14363.2,13406.4,2136.0,844.4,1624.864,Suceava,45-54,Male,620,0.924,0.933,0.159,0.395
CMP471,Cart to Couch,Influencer Marketing,2022-10-02,2024-06-10,19556.8,2966.4,374.4,3754.112,10033.664,Baia Mare,18-24,Female,617,1.673,0.152,0.126,10.027
CMP472,Deal of the Day,Email,2022-11-30,2024-08-06,21462.4,3377.6,2681.6,6141.12,9756.192,Galați,35-44,Male,615,0.589,0.157,0.794,2.29
CMP473,Wishlist Wonders,Email,2023-02-22,2024-10-20,50888.0,7145.6,6198.4,5079.36,17050.32,Suceava,18-24,Female,606,2.357,0.14,0.867,0.819
CMP474,Seasonal Steals,Influencer Marketing,2023-01-01,2024-09-09,51468.8,22180.8,13913.6,4498.896,5735.344,Baia Mare,45-54,Male,617,0.275,0.431,0.627,0.323
CMP475,Shop & Share,Paid Ads,2022-12-16,2024-08-12,2326.4,1923.2,1444.8,1485.328,2013.92,Suceava,18-24,Female,605,0.356,0.827,0.751,1.028
CMP476,Wishlist Wonders,Social Media,2022-10-07,2024-06-01,58208.0,22996.8,9030.4,7117.136,21107.008,Suceava,45-54,Female,603,1.966,0.395,0.393,0.788
CMP477,Cart to Couch,Email,2022-12-12,2024-08-30,36966.4,15526.4,2980.8,4352.688,9993.712,Bacău,45-54,Female,627,1.296,0.42,0.192,1.46
CMP478,Seasonal Steals,Social Media,2023-02-08,2024-10-24,59745.6,9569.6,5832.0,4500.08,6166.496,Baia Mare,18-24,Female,624,0.37,0.16,0.609,0.772
CMP479,Wishlist Wonders,Influencer Marketing,2023-01-18,2024-09-10,8161.6,3545.6,2267.2,3518.544,7681.568,Galați,55+,Male,601,1.183,0.434,0.639,1.552
CMP480,Wishlist Wonders,Email,2022-08-29,2024-04-30,28659.2,22558.4,4633.6,7835.904,24805.84,Suceava,25-34,Female,610,2.166,0.787,0.205,1.691
CMP481,Deal of the Day,Social Media,2022-07-09,2024-03-06,65707.2,37587.2,19118.4,7462.016,9059.072,Târgu Mureș,55+,Male,606,0.214,0.572,0.509,0.39
CMP482,Cart to Couch,Influencer Marketing,2022-07-17,2024-03-25,40692.8,24584.0,24070.4,3917.968,14327.408,Baia Mare,25-34,Male,617,2.657,0.604,0.979,0.163
CMP483,Flash Sale Frenzy,Social Media,2022-05-17,2024-01-31,66291.2,13912.0,3699.2,6045.6,11150.128,Galați,55+,Female,624,0.844,0.21,0.266,1.634
CMP484,Shop & Share,Influencer Marketing,2022-06-06,2024-02-16,22867.2,21937.6,9347.2,2121.424,4883.728,Suceava,45-54,Male,620,1.302,0.959,0.426,0.227
CMP485,Wishlist Wonders,Social Media,2023-02-24,2024-10-25,6496.0,5945.6,288.0,3227.28,7219.904,Suceava,18-24,Male,609,1.237,0.915,0.048,11.206
CMP486,Shop & Share,Influencer Marketing,2022-09-06,2024-05-10,69124.8,35433.6,11017.6,4617.008,12265.504,Baia Mare,25-34,Male,612,1.657,0.513,0.311,0.419
CMP487,Deal of the Day,Influencer Marketing,2022-12-08,2024-08-15,45401.6,7484.8,678.4,1511.744,3211.328,Târgu Mureș,35-44,Male,616,1.124,0.165,0.091,2.228
CMP488,Shop & Share,Email,2023-01-31,2024-10-15,64248.0,14291.2,6702.4,3641.856,11574.864,Suceava,45-54,Male,623,2.178,0.222,0.469,0.543
CMP489,Seasonal Steals,Influencer Marketing,2022-12-10,2024-08-20,26652.8,15291.2,308.8,318.352,874.528,Galați,35-44,Male,619,1.747,0.574,0.02,1.031
CMP490,Flash Sale Frenzy,Email,2022-08-25,2024-04-20,2448.0,1064.0,836.8,7470.528,12419.728,Târgu Mureș,25-34,Male,604,0.662,0.435,0.786,8.927
CMP491,Seasonal Steals,Paid Ads,2022-10-19,2024-06-29,19140.8,7048.0,635.2,5460.736,9012.288,Suceava,55+,Male,619,0.65,0.368,0.09,8.597
CMP492,Cart to Couch,Influencer Marketing,2022-12-01,2024-08-12,29129.6,7412.8,1966.4,5599.696,17207.024,Baia Mare,35-44,Male,620,2.073,0.254,0.265,2.848
CMP493,Deal of the Day,Email,2022-09-12,2024-05-22,35072.0,731.2,139.2,1355.888,3818.24,Târgu Mureș,18-24,Male,618,1.816,0.021,0.19,9.741
CMP494,Shop & Share,Email,2022-12-18,2024-09-05,66091.2,6155.2,936.0,5962.512,8076.752,Bacău,25-34,Male,627,0.355,0.093,0.152,6.37
CMP495,Shop & Share,Paid Ads,2023-02-09,2024-10-12,37278.4,32872.0,9611.2,5760.704,7067.088,Galați,35-44,Male,611,0.227,0.882,0.292,0.599
CMP496,Seasonal Steals,Email,2022-12-03,2024-08-16,48897.6,32014.4,694.4,2989.872,9924.048,Bacău,55+,Male,622,2.319,0.655,0.022,4.306
CMP497,Wishlist Wonders,Social Media,2022-05-20,2024-01-24,73744.0,44694.4,3062.4,5996.448,11604.656,Galați,18-24,Male,614,0.935,0.606,0.069,1.958
CMP498,Shop & Share,Influencer Marketing,2022-11-25,2024-07-31,65569.6,11150.4,8072.0,7699.824,21578.816,Suceava,55+,Female,614,1.803,0.17,0.724,0.954
CMP499,Deal of the Day,Influencer Marketing,2022-08-02,2024-04-11,36777.6,16576.0,4966.4,865.248,1292.736,Târgu Mureș,18-24,Female,618,0.494,0.451,0.3,0.174
CMP500,Flash Sale Frenzy,Social Media,2023-01-12,2024-09-28,71696.0,26102.4,7795.2,847.472,2376.784,Galați,18-24,Male,625,1.805,0.364,0.299,0.109
CMP501,Flash Sale Frenzy,Paid Ads,2022-06-09,2024-02-11,59552.0,29329.6,22888.0,7683.344,18368.816,Galați,25-34,Female,612,1.391,0.493,0.78,0.336
CMP502,Cart to Couch,Email,2022-11-28,2024-08-02,37163.2,572.8,395.2,3030.832,9237.584,Bacău,35-44,Female,613,2.048,0.015,0.69,7.669
CMP503,Cart to Couch,Influencer Marketing,2022-07-15,2024-04-02,55152.0,2649.6,620.8,2318.944,7618.304,Bacău,45-54,Male,627,2.285,0.048,0.234,3.735
CMP504,Deal of the Day,Email,2022-06-30,2024-02-25,18846.4,3540.8,596.8,7233.856,23194.32,Suceava,18-24,Female,605,2.206,0.188,0.169,12.121
CMP505,Deal of the Day,Email,2023-01-03,2024-08-30,54196.8,51243.2,17017.6,3762.88,5792.56,Suceava,18-24,Male,605,0.539,0.946,0.332,0.221
CMP506,Cart to Couch,Social Media,2022-07-22,2024-03-31,20944.0,9028.8,1913.6,1442.416,1927.952,Bacău,55+,Female,618,0.337,0.431,0.212,0.754
CMP507,Shop & Share,Paid Ads,2022-11-29,2024-07-29,47652.8,25284.8,24803.2,1797.648,2167.824,Târgu Mureș,45-54,Male,608,0.206,0.531,0.981,0.072
CMP508,Flash Sale Frenzy,Paid Ads,2023-02-27,2024-11-15,49336.0,31446.4,9089.6,7435.024,10549.152,Bacău,35-44,Female,627,0.419,0.637,0.289,0.818
CMP509,Deal of the Day,Influencer Marketing,2023-01-15,2024-09-22,74419.2,15622.4,5947.2,1440.768,3309.76,Bacău,45-54,Female,616,1.297,0.21,0.381,0.242
CMP510,Flash Sale Frenzy,Influencer Marketing,2023-02-27,2024-10-27,51390.4,16673.6,1230.4,7602.96,9600.144,Bacău,35-44,Male,608,0.263,0.324,0.074,6.179
CMP511,Shop & Share,Influencer Marketing,2022-08-06,2024-04-01,70280.0,5755.2,24.0,4153.344,8665.968,Baia Mare,18-24,Male,604,1.087,0.082,0.004,173.056
CMP512,Wishlist Wonders,Paid Ads,2023-03-01,2024-11-14,38057.6,31408.0,13926.4,5715.952,16479.648,Galați,55+,Female,624,1.883,0.825,0.443,0.41
CMP513,Deal of the Day,Influencer Marketing,2023-01-24,2024-10-01,19782.4,9832.0,2804.8,4299.664,14772.432,Suceava,35-44,Female,616,2.436,0.497,0.285,1.533
CMP514,Cart to Couch,Social Media,2022-10-03,2024-06-12,29288.0,24278.4,13406.4,3113.408,4815.744,Suceava,18-24,Female,618,0.547,0.829,0.552,0.232
CMP515,Wishlist Wonders,Email,2023-02-05,2024-10-26,19646.4,7993.6,5497.6,6098.96,21857.344,Suceava,18-24,Male,629,2.584,0.407,0.688,1.109
CMP516,Seasonal Steals,Email,2022-12-12,2024-08-07,10932.8,8713.6,1064.0,2849.904,8490.096,Bacău,25-34,Male,604,1.979,0.797,0.122,2.678
CMP517,Cart to Couch,Social Media,2023-02-13,2024-10-12,32827.2,22163.2,10700.8,4269.472,5386.176,Baia Mare,25-34,Male,607,0.262,0.675,0.483,0.399
CMP518,Wishlist Wonders,Email,2022-07-09,2024-03-21,50972.8,28118.4,11956.8,6061.696,17021.232,Suceava,55+,Female,621,1.808,0.552,0.425,0.507
CMP519,Wishlist Wonders,Email,2022-06-16,2024-02-28,43286.4,9139.2,1707.2,3572.192,4623.696,Suceava,45-54,Male,622,0.294,0.211,0.187,2.092
CMP520,Cart to Couch,Social Media,2022-05-22,2024-01-30,55976.0,28814.4,26966.4,4799.792,8947.536,Galați,25-34,Male,618,0.864,0.515,0.936,0.178
CMP521,Seasonal Steals,Influencer Marketing,2022-06-05,2024-02-08,36835.2,31961.6,659.2,1631.008,3132.512,Baia Mare,35-44,Male,613,0.921,0.868,0.021,2.474
CMP522,Cart to Couch,Email,2022-11-16,2024-08-06,73734.4,66128.0,65779.2,5080.48,12370.592,Galați,55+,Male,629,1.435,0.897,0.995,0.077
CMP523,Seasonal Steals,Influencer Marketing,2022-08-06,2024-04-06,64665.6,21608.0,20243.2,2304.304,5386.816,Baia Mare,18-24,Male,609,1.338,0.334,0.937,0.114
CMP524,Shop & Share,Paid Ads,2022-07-21,2024-03-16,7091.2,4670.4,1092.8,7632.448,13068.848,Târgu Mureș,55+,Male,604,0.712,0.659,0.234,6.984
CMP525,Deal of the Day,Paid Ads,2022-08-28,2024-05-03,12148.8,9148.8,364.8,2534.944,7364.08,Bacău,45-54,Male,614,1.905,0.753,0.04,6.949
CMP526,Seasonal Steals,Paid Ads,2023-02-01,2024-09-24,40291.2,30516.8,25841.6,6278.8,23918.528,Târgu Mureș,35-44,Female,601,2.809,0.757,0.847,0.243
CMP527,Seasonal Steals,Influencer Marketing,2022-11-12,2024-07-26,21286.4,21278.4,3920.0,6097.344,9927.28,Galați,45-54,Male,622,0.628,1.0,0.184,1.555
CMP528,Deal of the Day,Social Media,2023-02-23,2024-10-26,43953.6,39204.8,20100.8,3271.632,8969.36,Baia Mare,55+,Male,611,1.742,0.892,0.513,0.163
CMP529,Shop & Share,Paid Ads,2022-09-17,2024-05-19,16520.0,12073.6,2910.4,5366.88,20452.432,Târgu Mureș,18-24,Male,610,2.811,0.731,0.241,1.844
CMP530,Shop & Share,Email,2022-08-23,2024-05-11,77625.6,62516.8,58939.2,1357.104,1796.112,Galați,45-54,Male,627,0.323,0.805,0.943,0.023
CMP531,Flash Sale Frenzy,Influencer Marketing,2022-09-30,2024-06-11,53294.4,50120.0,44817.6,6916.576,17359.92,Târgu Mureș,18-24,Female,620,1.51,0.94,0.894,0.154
CMP532,Wishlist Wonders,Influencer Marketing,2022-06-12,2024-02-20,36726.4,24368.0,6681.6,6886.8,21294.4,Suceava,45-54,Male,618,2.092,0.664,0.274,1.031
CMP533,Deal of the Day,Social Media,2022-05-30,2024-02-03,70494.4,65129.6,19211.2,5524.352,12728.032,Bacău,55+,Male,614,1.304,0.924,0.295,0.288
CMP534,Wishlist Wonders,Paid Ads,2022-12-28,2024-09-18,53980.8,18601.6,6904.0,2390.096,8349.84,Suceava,18-24,Male,630,2.494,0.345,0.371,0.346
CMP535,Seasonal Steals,Email,2022-07-05,2024-03-17,46966.4,25660.8,18854.4,3491.088,10283.136,Suceava,55+,Male,621,1.946,0.546,0.735,0.185
CMP536,Wishlist Wonders,Paid Ads,2022-11-06,2024-06-30,62892.8,60550.4,12526.4,6441.168,25714.864,Târgu Mureș,55+,Female,602,2.992,0.963,0.207,0.514
CMP537,Cart to Couch,Paid Ads,2022-10-09,2024-06-09,21366.4,6550.4,232.0,6396.768,16193.92,Bacău,45-54,Male,609,1.532,0.307,0.035,27.572
CMP538,Shop & Share,Social Media,2023-01-15,2024-09-29,18793.6,3420.8,587.2,5513.168,19853.28,Târgu Mureș,45-54,Female,623,2.601,0.182,0.172,9.389
CMP539,Cart to Couch,Paid Ads,2022-06-29,2024-03-02,13291.2,12265.6,996.8,1367.2,4462.592,Târgu Mureș,25-34,Male,612,2.264,0.923,0.081,1.372
CMP540,Deal of the Day,Social Media,2022-11-04,2024-07-14,38339.2,31772.8,24166.4,3110.208,5200.608,Galați,18-24,Male,618,0.672,0.829,0.761,0.129
CMP541,Wishlist Wonders,Social Media,2022-11-18,2024-08-02,60633.6,24923.2,11601.6,6871.2,24325.952,Târgu Mureș,25-34,Male,623,2.54,0.411,0.465,0.592
CMP542,Seasonal Steals,Social Media,2022-10-09,2024-06-02,36523.2,23856.0,13521.6,1082.96,1758.832,Bacău,25-34,Male,602,0.624,0.653,0.567,0.08
CMP543,Wishlist Wonders,Paid Ads,2023-02-25,2024-10-24,4963.2,2713.6,508.8,3801.568,5607.072,Galați,18-24,Female,607,0.475,0.547,0.188,7.472
CMP544,Wishlist Wonders,Influencer Marketing,2022-10-07,2024-06-27,27910.4,20302.4,15867.2,3896.512,11062.032,Bacău,55+,Female,629,1.839,0.727,0.782,0.246
CMP545,Shop & Share,Influencer Marketing,2022-09-06,2024-04-30,11809.6,4376.0,153.6,7867.648,18888.176,Suceava,25-34,Male,602,1.401,0.371,0.035,51.222
CMP546,Shop & Share,Social Media,2022-09-08,2024-05-10,58115.2,51961.6,24939.2,2203.664,3805.76,Galați,35-44,Male,610,0.727,0.894,0.48,0.088
CMP547,Cart to Couch,Social Media,2022-12-15,2024-08-07,64742.4,1166.4,424.0,4639.856,14786.576,Bacău,25-34,Male,601,2.187,0.018,0.364,10.943
CMP548,Flash Sale Frenzy,Paid Ads,2022-08-25,2024-05-01,49310.4,15350.4,10459.2,745.408,1884.512,Suceava,25-34,Male,615,1.528,0.311,0.681,0.071
CMP549,Wishlist Wonders,Paid Ads,2022-10-08,2024-06-24,41046.4,31940.8,9705.6,1327.152,4825.456,Suceava,25-34,Male,625,2.636,0.778,0.304,0.137
CMP550,Wishlist Wonders,Social Media,2022-12-01,2024-07-31,47635.2,27977.6,24046.4,1948.528,6809.76,Bacău,45-54,Male,608,2.495,0.587,0.859,0.081
CMP551,Flash Sale Frenzy,Email,2022-08-19,2024-04-11,59756.8,15096.0,19.2,4243.616,10724.72,Târgu Mureș,18-24,Male,601,1.527,0.253,0.001,221.022
CMP552,Seasonal Steals,Paid Ads,2022-05-20,2024-01-12,66888.0,13822.4,12428.8,4676.192,18247.408,Suceava,18-24,Female,602,2.902,0.207,0.899,0.376
CMP553,Shop & Share,Influencer Marketing,2022-05-29,2024-01-27,26326.4,12465.6,10670.4,481.664,953.6,Bacău,35-44,Male,608,0.98,0.474,0.856,0.045
CMP554,Cart to Couch,Paid Ads,2022-05-22,2024-01-25,73331.2,36377.6,13307.2,6032.352,20544.976,Târgu Mureș,55+,Female,613,2.406,0.496,0.366,0.453
CMP555,Cart to Couch,Influencer Marketing,2023-02-02,2024-09-30,43262.4,14931.2,4356.8,6792.64,13633.792,Târgu Mureș,45-54,Female,606,1.007,0.345,0.292,1.559
CMP556,Shop & Share,Email,2022-10-05,2024-06-17,35326.4,15737.6,10273.6,4945.136,18532.544,Bacău,45-54,Male,621,2.748,0.445,0.653,0.481
CMP557,Flash Sale Frenzy,Email,2022-05-15,2024-02-02,57065.6,35915.2,14595.2,4170.784,12920.944,Galați,45-54,Female,628,2.098,0.629,0.406,0.286
CMP558,Seasonal Steals,Influencer Marketing,2022-10-07,2024-06-18,73995.2,5816.0,233.6,368.576,528.544,Bacău,18-24,Female,620,0.434,0.079,0.04,1.578
CMP559,Cart to Couch,Email,2022-08-10,2024-04-21,2556.8,2412.8,1184.0,5596.0,18607.392,Bacău,18-24,Female,620,2.325,0.944,0.491,4.726
CMP560,Deal of the Day,Influencer Marketing,2022-08-13,2024-04-30,7056.0,1089.6,756.8,2111.488,5440.88,Târgu Mureș,18-24,Male,626,1.577,0.154,0.695,2.79
CMP561,Wishlist Wonders,Influencer Marketing,2022-09-25,2024-06-11,73384.0,54505.6,36932.8,7224.64,22140.448,Bacău,18-24,Female,625,2.065,0.743,0.678,0.196
CMP562,Deal of the Day,Paid Ads,2022-11-14,2024-08-05,36534.4,11995.2,716.8,1455.984,3688.688,Galați,35-44,Male,630,1.533,0.328,0.06,2.031
CMP563,Flash Sale Frenzy,Paid Ads,2022-08-09,2024-04-18,31396.8,23070.4,18212.8,3138.096,6320.032,Suceava,25-34,Male,618,1.014,0.735,0.789,0.172
CMP564,Cart to Couch,Paid Ads,2022-07-07,2024-03-26,64032.0,61481.6,10681.6,3353.088,9711.552,Bacău,35-44,Male,628,1.896,0.96,0.174,0.314
